"job_id","job_title","job_location","company_name","salary_year_avg"
455650,"Sales Intern – Market Data Analyst","Riyadh Saudi Arabia","Women@work",NULL
1338186,"Data Architect","Qatar","Brunel",NULL
17110,"Data Analyst | Majid Al Futtaim","Dubai - United Arab Emirates","Talentscoutarabia",NULL
55073,"Traffic Data Analyst Jobs in Dubai","Dubai - United Arab Emirates","Parsons",NULL
1672859,"Data Analyst","Abu Dhabi - United Arab Emirates","Flyper",NULL
1279834,"Principal Data Analyst Jobs In Dubai","Dubai - United Arab Emirates","Talentscoutarabia",NULL
317716,"Junior Data Analyst","Dubai - United Arab Emirates","Talent Pal",NULL
1708065,"Data Analyst","Riyadh Saudi Arabia","ConFlip",NULL
1213327,"Head of Data Analytics and Digital Insights","Abu Dhabi - United Arab Emirates","Qureos",NULL
1346071,"SAINT LAURENT – DATA ANALYST MEDIA","United Arab Emirates","Kering",NULL
1063665,"Data Analyst","Ras Al-Khaimah - Ras al Khaimah - United Arab Emirates","Work in USA",NULL
1270093,"Data Analytics","Dubai - United Arab Emirates","Talent Pal",NULL
1611881,"Data Analyst","Doha, Qatar","Avanta Works",NULL
903915,"Data Analyst","Fujairah - United Arab Emirates","Flyper",NULL
1730374,"Junior Data Analyst, OTCex Group - Powered By Qureos","Dubai - United Arab Emirates","Qureos",NULL
241764,"Inventory Data Analyst, Five Continents Technical & Industrial...","Dubai - United Arab Emirates","Qureos",NULL
119598,"Data Analyst Jobs in Dubai","Dubai - United Arab Emirates","Al Futtaim",NULL
1331816,"Data Analyst","Abu Dhabi - United Arab Emirates","Work in USA",NULL
50178,"Data Analyst","Doha, Qatar","Want More",NULL
867850,"Data Analyst","Riyadh Saudi Arabia","Ecojob",NULL
1218669,"Data Analyst","Al Ain - Abu Dhabi - United Arab Emirates","Abroad Work",NULL
1690720,"Data Analyst","Riyadh Saudi Arabia","Workato",NULL
347353,"Data Analyst","Ajman - United Arab Emirates","JobLeader",NULL
1234694,"Drivers Health Data Analyst","Dubai - United Arab Emirates","Trans Skills LLC",NULL
225210,"Data Analyst, ROSEN Group - Powered By Qureos","Abu Dhabi - United Arab Emirates","Qureos",NULL
589449,"Data Analyst","Riyadh Saudi Arabia","Work in USA",NULL
5580,"Data Governance Analyst","Doha, Qatar","Brunel",NULL
600164,"Statistical Analyst Jobs In Sharjah UAE","Sharjah - United Arab Emirates","Agoda",NULL
1643917,"Reporting and Dashboard Analyst","Dubai - United Arab Emirates","TASC Outsourcing",NULL
280501,"Data Analyst","Doha, Qatar","Woopel",NULL
1239142,"Junior Data Analyst - 1 Solution Consulting","Dubai - United Arab Emirates","Talent Pal",NULL
582969,"Data Analyst","Doha, Qatar","Ecojob",NULL
1174322,"Medical Data Administrator","Dubai - United Arab Emirates","Talentscoutarabia",NULL
1278604,"Data Analyst","Riyadh Saudi Arabia","Work in USA",NULL
1606404,"Data Analyst Jobs In Abu Dhabi UAE","Abu Dhabi - United Arab Emirates","Agoda",NULL
770435,"Data Analytics","Saudi Arabia","NEOM",NULL
1115153,"Data Analyst","Riyadh Saudi Arabia","PPOAR",NULL
877022,"Data Analyst","Umm Al Quwain - Umm Al Quawain - United Arab Emirates","Ecojob",NULL
1249428,"Data Analyst Jobs In Dubai UAE 2023","Dubai - United Arab Emirates","Caliberly",NULL
1823990,"Data Analyst","United Arab Emirates","JobLeader",NULL
344648,"Data Analyst","Abu Dhabi - United Arab Emirates","Group 42",NULL
419051,"Data Analytics","Abu Dhabi - United Arab Emirates","Five Continents Technical & Industrial Services Est.",NULL
320644,"Data Analyst","United Arab Emirates","confidential",NULL
