job_id,job_title,job_location,company_name,salary_year_avg
371461,Data Analyst,Anywhere,Get It Recruit - Marketing,75566.0
757196,GTM Revenue Operations Data Analyst,Anywhere,UiPath,76000.0
1259256,Data Analyst,Anywhere,Get It Recruit - Transportation,76000.0
959874,Data Analyst,Anywhere,Get It Recruit - Healthcare,76007.0
164596,Data Analyst,Anywhere,Get It Recruit - Healthcare,76007.0
1219618,Data Analyst (Remote),Anywhere,Stride inc,76364.5
558598,Data Analyst,Anywhere,Invitae,76500.0
487133,Healthcare Data Analyst,Anywhere,Get It Recruit - Healthcare,76559.0
1500082,Data Analyst,Anywhere,Get It Recruit - Healthcare,76783.0
411881,Data Analyst,Anywhere,Get It Recruit - Healthcare,76842.0
974504,Information Protection Data Analyst - Remote | WFH,Anywhere,Get It Recruit - Information Technology,77000.0
1379514,"Data Analyst - CropSights, a Precision Ag Platform (Remote - Must...",Anywhere,Wilbur-Ellis Company,77350.0
1311958,Northeast Territory Data Analyst,Anywhere,Get It Recruit - Administrative,77500.0
502625,Data Analyst,Anywhere,Simplex.,77500.0
397963,Data Analyst,Anywhere,Coders Data,77500.0
1236681,Data Analyst,Anywhere,Simplex,77500.0
435726,Data Analyst,Anywhere,JDC,77500.0
1101994,Product Specialist (Data Analytics) (Remote),Anywhere,NBCUniversal,77500.0
704236,Data Analysis and Production Support Analyst,Anywhere,Get It Recruit - Information Technology,77500.0
1745486,Data Analyst,Anywhere,Get It Recruit - Information Technology,77500.0
1600670,Financial Data Analyst,Anywhere,Get It Recruit - Finance,77500.0
1723219,Data Analyst,Anywhere,"Visual Connections, LLC",78000.0
59423,Healthcare Data Analyst,Anywhere,Get It Recruit - Healthcare,78040.0
189043,Remote - Data Analyst - Permanent - W2,Anywhere,Apex Systems,79000.0
401772,Health Data Analyst - Hybrid,Anywhere,Teacher Retirement System of Texas,79060.5
387001,Product Data Analyst,Dubai - United Arab Emirates,Binance.US,79200.0
36488,Data Analyst (Remote),Anywhere,Texas Workforce Commission,79415.5
1801810,Remote Geospatial Data Analyst,Anywhere,Get It Recruit - Information Technology,79500.0
430789,Data Analyst - Remote | WFH,Anywhere,Get It Recruit - Technology,79968.0
550113,Junior Data Analyst,Anywhere,Motion Recruitment,80000.0
1333002,Data Analyst,Anywhere,Get It Recruit - Information Technology,80000.0
483152,Data Analyst,Anywhere,New World Now LLC,80000.0
276098,Data Analyst- Power BI (Remote),Anywhere,HighGround,80000.0
1236616,Data Analyst,Anywhere,Peraton,80000.0
911869,Sr. Business Analyst/Data Analyst,Anywhere,CBRE,80000.0
1354750,Data Analyst,Anywhere,Coders Data,80000.0
319413,Data Analyst,Anywhere,Coders Data,80000.0
564679,Junior Data Analyst,Anywhere,Coders Data,80000.0
6083,Data Analyst,Anywhere,EUCON AMERICAS LLC,80000.0
664113,Data Analyst (Remote),Anywhere,CrowdStrike,80000.0
519106,Data Analytics Manager,Anywhere,Itemize Corp.,80000.0
794255,Manufacturing Data Analyst,Anywhere,ATR International,80000.0
566131,Claims Data Analyst - 208554,Anywhere,Medix Technology,80000.0
690454,Data Analyst,Anywhere,Gravy Analytics,80000.0
1075985,AI-focused Data Analyst/Tableau Developer,Anywhere,Get It Recruit - Information Technology,80000.0
940759,Data Analyst,Anywhere,Get It Recruit - Information Technology,80000.0
1434052,Data Analytics Consultant,Anywhere,FutureNET,80000.0
711091,Data Analyst - Underwriting,Anywhere,Automobile Club of Southern California,80250.0
670376,Data Analyst,Anywhere,Get It Recruit - Finance,80500.0
1472332,Lead Data Analyst for Big Data Projects,Anywhere,Get It Recruit - Information Technology,80500.0
1049953,Data Analyst,Anywhere,California State University,80500.0
1025744,Research Data Analyst-,Anywhere,InsideHigherEd,80740.0
413083,Data Analyst,Anywhere,Get It Recruit - Information Technology,81000.0
980665,Data Analyst,Anywhere,Get It Recruit - Information Technology,81000.0
606788,Data Analytics and Reporting Analyst,Anywhere,Get It Recruit - Information Technology,81000.0
143947,Data Analyst,Anywhere,Get It Recruit - Information Technology,81000.0
1436603,"Data Analyst, Mortgage Enforcement Unit, Remote Opportunity",Anywhere,New York State Office of the Attorney General,81047.0
1638787,Lead Data Analyst - Looker Studio Expert,Anywhere,Get It Recruit - Information Technology,81500.0
223644,Pharmacy Data Analyst,Anywhere,Get It Recruit - Information Technology,81500.0
5174,Data Analyst - Ad Tech and Google Ad Manager Experience (Remote),Anywhere,Get It Recruit - Information Technology,82000.0
1115037,Data Analyst,Anywhere,Get It Recruit - Information Technology,82000.0
288466,Research Data Analyst I,Anywhere,Get It Recruit - Information Technology,82000.0
463381,Data Analyst (Junior/Mid/Senior) - Remote - Defense Manpower Data...,Anywhere,Get It Recruit - Information Technology,82000.0
318830,Business Data Analyst II,Anywhere,Get It Recruit - Information Technology,82000.0
1296038,Data Analyst,Anywhere,Get It Recruit - Information Technology,82000.0
879043,SQL Data Analyst - Healthcare,Anywhere,Village Care,82350.5
337179,Part-time Data Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
1795056,Clinical Research Data Programmer Analyst,Anywhere,Vitalief Inc.,82500.0
95123,Data Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
863059,Accounting / Data Analyst,Anywhere,Confidential,82500.0
1758551,Healthcare Data Analyst - Remote in RI,Anywhere,Complete HR Solutions,82500.0
838391,Data Insight Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
1269187,Data Analyst with PowerBI Dashboards Experience,Anywhere,Get It Recruit - Information Technology,82500.0
1621876,Data Analyst (Tableau),Anywhere,Customer Value Partners,82500.0
672574,Data Analyst,Anywhere,Emotive,82500.0
103900,Data Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
427343,Data Delivery Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
934891,Data Analysts- Capital Markets Team,Anywhere,CyberCoders,82500.0
1715658,Data Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
908469,Data Analyst/Report Writer,Anywhere,Get It Recruit - Information Technology,82500.0
1727059,Technical/Data Analyst,Anywhere,Get It Recruit - Information Technology,82500.0
984993,Data Analyst,Anywhere,Luxury Presence,82750.0
373211,Data Governance Project Data Analyst,Anywhere,Get It Recruit - Information Technology,83000.0
604141,Data Analyst,Anywhere,Alameda Health Consortium/Community Health Center Network,83000.0
1005824,Budget Data Analyst (Power BI/Excel/VBA expert),Anywhere,General Dynamics Information Technology,83000.0
